rank,name,position,team,games,minutes,off_rpm,def_rpm,rpm,wins,year
316,Chris Duarte,SG,SAC,26,12.0,-2.07,-0.29,-2.35,0.03,2024
318,Grant Williams,PF,DAL,29,29.0,-1.83,-0.55,-2.37,0.05,2024
320,Jordan McLaughlin,PG,MIN,11,4.6,-2.26,-0.13,-2.38,0.00,2024
321,Josh Richardson,SG,MIA,24,27.8,-1.43,-0.96,-2.38,0.03,2024
323,Derrick Rose,PG,MEM,15,18.9,-1.39,-1.05,-2.43,0.01,2024
325,Johnny Davis,G,WSH,15,8.9,-2.71,0.25,-2.47,0.01,2024
327,Torrey Craig,SF,CHI,27,21.2,-3.64,1.14,-2.50,0.02,2024
329,Joe Harris,SF,DET,12,11.5,-1.58,-0.93,-2.51,0.01,2024
331,Grayson Allen,SG,PHX,25,33.3,-1.86,-0.77,-2.63,-0.01,2024
333,Colby Jones,G,SAC,12,6.4,-2.26,-0.38,-2.63,-0.00,2024
335,Stanley Umude,G,DET,15,10.3,-2.30,-0.39,-2.69,-0.01,2024
337,Patrick Williams,PF,CHI,33,27.8,-3.29,0.56,-2.73,-0.03,2024
339,Wendell Carter Jr.,C,ORL,10,25.2,-3.04,0.27,-2.77,-0.02,2024
341,Cory Joseph,PG,GS,15,9.8,-2.09,-0.70,-2.79,-0.00,2024
343,Jermaine Samuels Jr.,F,HOU,6,6.3,-2.63,-0.19,-2.83,-0.00,2024
345,JT Thor,F,CHA,24,15.3,-2.91,0.07,-2.84,-0.04,2024
347,Shake Milton,SG,MIN,27,14.9,-2.32,-0.53,-2.84,-0.03,2024
349,Cameron Payne,PG,MIL,31,16.3,-1.67,-1.20,-2.87,-0.04,2024
351,Dereon Seabron,G,NO,5,10.4,-3.14,0.25,-2.89,-0.01,2024
353,Oshae Brissett,SF,BOS,15,10.3,-3.17,0.27,-2.89,-0.02,2024
355,Jordan Nwora,SF,IND,10,11.8,-1.86,-1.06,-2.92,-0.01,2024
357,Ben Simmons,PG,BKN,6,31.8,-3.12,0.16,-2.96,-0.04,2024
359,Jeremiah Robinson-Earl,F,NO,13,11.8,-2.21,-0.82,-3.03,-0.02,2024
322,Christian Wood,F,LAL,27,19.0,-2.46,0.06,-2.40,0.04,2024
324,Tristan Thompson,C,CLE,26,11.3,-1.91,-0.55,-2.46,0.01,2024
326,Thomas Bryant,C,MIA,18,12.4,-2.46,-0.04,-2.50,0.01,2024
328,Markelle Fultz,PG,ORL,5,28.6,-2.34,-0.16,-2.50,0.01,2024
330,Gary Trent Jr.,SG,TOR,27,25.4,-2.23,-0.39,-2.61,-0.00,2024
332,Olivier-Maxence Prosper,F,DAL,20,9.3,-2.39,-0.24,-2.63,-0.00,2024
334,Damian Jones,C,CLE,13,5.4,-2.30,-0.38,-2.67,-0.00,2024
336,Bryce McGowens,G,CHA,24,17.9,-2.35,-0.36,-2.71,-0.01,2024
338,Colin Castleton,C,LAL,4,7.0,-2.41,-0.36,-2.77,-0.00,2024
340,Precious Achiuwa,PF,TOR,24,18.1,-2.19,-0.59,-2.78,-0.02,2024
342,Aaron Holiday,G,HOU,27,18.5,-1.99,-0.82,-2.81,-0.02,2024
344,Jamaree Bouyea,G,POR,6,9.5,-1.99,-0.84,-2.83,-0.01,2024
346,Larry Nance Jr.,PF,NO,15,15.7,-2.83,-0.02,-2.84,-0.03,2024
348,Terance Mann,SG,LAC,24,26.2,-1.57,-1.29,-2.87,-0.02,2024
350,Kris Murray,F,POR,15,10.1,-2.79,-0.09,-2.88,-0.01,2024
352,Kentavious Caldwell-Pope,SG,DEN,31,32.4,-3.68,0.79,-2.89,-0.07,2024
354,Cade Cunningham,PG,DET,31,35.1,-0.07,-2.83,-2.90,-0.09,2024
356,Cody Zeller,C,NO,23,9.6,-3.17,0.21,-2.96,-0.02,2024
358,Jericho Sims,C,NY,14,7.4,-3.14,0.13,-3.01,-0.01,2024
360,Jaden Springer,G,PHI,19,9.1,-2.74,-0.30,-3.05,-0.02,2024
361,Richaun Holmes,F,DAL,15,10.8,-2.80,-0.28,-3.08,-0.01,2024
363,Josh Giddey,SG,OKC,28,25.4,-2.08,-1.04,-3.11,-0.11,2024
365,Danuel House Jr.,SF,PHI,19,11.7,-2.18,-1.06,-3.24,-0.04,2024
367,Ty Jerome,SG,CLE,2,7.5,-2.76,-0.48,-3.24,-0.01,2024
369,Joe Ingles,SG,ORL,24,18.2,-3.37,0.12,-3.26,-0.11,2024
371,Jaxson Hayes,C,LAL,29,10.5,-2.90,-0.38,-3.28,-0.06,2024
373,Jock Landale,C,HOU,18,9.1,-3.08,-0.35,-3.43,-0.05,2024
375,Vasilije Micic,G,OKC,11,12.5,-1.68,-1.76,-3.44,-0.03,2024
377,Isaiah Stewart,C,DET,28,30.7,-2.58,-0.93,-3.51,-0.25,2024
379,Lamar Stevens,PF,BOS,11,4.8,-3.05,-0.54,-3.59,-0.01,2024
381,Jeremy Sochan,F,SA,30,29.3,-2.83,-0.80,-3.64,-0.22,2024
383,Nick Smith Jr.,G,CHA,14,11.8,-3.35,-0.35,-3.70,-0.02,2024
385,Hunter Tyson,F,DEN,8,2.5,-3.62,-0.15,-3.77,-0.01,2024
387,Kessler Edwards,SF,SAC,24,5.0,-3.85,0.01,-3.84,-0.03,2024
389,Andrew Wiggins,SF,GS,27,26.6,-2.69,-1.22,-3.91,-0.27,2024
391,Amir Coffey,SG,LAC,18,13.6,-3.27,-0.70,-3.97,-0.04,2024
393,Thanasis Antetokounmpo,SF,MIL,13,4.3,-3.43,-0.67,-4.10,-0.02,2024
395,Davis Bertans,SF,OKC,11,7.5,-3.96,-0.25,-4.21,-0.03,2024
397,Ish Smith,PG,CHA,23,16.5,-3.75,-0.70,-4.45,-0.08,2024
399,Dominick Barlow,F,SA,8,5.6,-4.35,-0.29,-4.64,-0.02,2024
362,Mike Muscala,C,WSH,17,12.6,-2.34,-0.76,-3.11,-0.03,2024
364,Davion Mitchell,PG,SAC,22,13.0,-2.19,-0.93,-3.13,-0.06,2024
366,Cam Whitmore,F,HOU,7,9.1,-2.89,-0.35,-3.24,-0.01,2024
368,Kyle Lowry,PG,MIA,28,29.3,-3.39,0.15,-3.24,-0.12,2024
370,Nate Williams,G,HOU,4,5.5,-3.00,-0.27,-3.27,-0.01,2024
372,Blake Wesley,G,SA,10,5.2,-3.12,-0.30,-3.42,-0.01,2024
374,Furkan Korkmaz,SG,PHI,20,6.9,-3.05,-0.39,-3.44,-0.06,2024
376,Kris Dunn,G,UTAH,24,16.0,-2.66,-0.78,-3.44,-0.07,2024
378,Theo Maledon,PG,CHA,13,15.4,-2.50,-1.01,-3.51,-0.13,2024
380,Royce O'Neale,PF,BKN,30,26.2,-3.92,0.31,-3.61,-0.27,2024
382,Toumani Camara,F,POR,30,24.6,-3.64,-0.05,-3.69,-0.22,2024
384,Maxi Kleber,PF,DAL,5,18.0,-3.41,-0.35,-3.76,-0.10,2024
386,Max Christie,G,LAL,23,16.8,-3.73,-0.10,-3.83,-0.11,2024
388,Jalen McDaniels,PF,TOR,18,9.0,-3.85,-0.05,-3.90,-0.08,2024
390,Ziaire Williams,F,MEM,28,19.9,-3.71,-0.20,-3.91,-0.22,2024
392,P.J. Tucker,PF,PHI/LAC,15,15.9,-4.56,0.51,-4.05,-0.20,2024
394,Reggie Bullock Jr.,SF,HOU,12,8.3,-3.89,-0.24,-4.13,-0.07,2024
396,Maxwell Lewis,F,LAL,12,4.4,-3.89,-0.35,-4.24,-0.02,2024
398,Gradey Dick,G,TOR,19,12.4,-2.91,-1.56,-4.47,-0.22,2024
400,Aleksej Pokusevski,F,OKC,7,6.1,-4.45,-0.35,-4.79,-0.04,2024
401,Justin Holiday,SF,DEN,18,15.4,-5.08,-0.10,-5.18,-0.04,2024
403,Lindy Waters III,F,OKC,9,7.8,-5.31,-0.55,-5.87,-0.06,2024
402,Scoot Henderson,G,POR,21,26.7,-2.00,-3.23,-5.23,-0.25,2024
