rank,name,position,team,games,minutes,off_rpm,def_rpm,rpm,wins,year
318,Solomon Hill,SF,NO,12,15.6,-1.16,-0.17,-1.33,0.02,2018
320,Wayne Selden,G,MEM,35,19.7,-0.43,-0.93,-1.36,0.06,2018
321,Marcin Gortat,C,WSH,82,25.3,-1.85,0.46,-1.39,0.15,2018
323,Alex Len,C,PHX,69,20.2,-0.04,-1.36,-1.40,0.08,2018
325,Eric Moreland,C,DET,67,12.0,-2.47,1.07,-1.41,0.04,2018
327,Joakim Noah,C,NY,7,5.7,-2.23,0.81,-1.42,0.00,2018
329,Lauri Markkanen,PF,CHI,68,29.7,-0.15,-1.28,-1.43,0.09,2018
331,Derrick Walton Jr.,G,MIA,16,9.2,-2.25,0.79,-1.46,0.00,2018
333,Tyler Dorsey,G,ATL,56,17.4,-0.49,-0.98,-1.47,0.02,2018
335,Tyler Ennis,G,LAL,54,12.6,-1.55,0.07,-1.49,0.00,2018
337,Jabari Bird,G,BOS,13,8.8,-1.66,0.17,-1.49,0.00,2018
339,Pau Gasol,PF,SA,77,23.5,-0.10,-1.41,-1.51,-0.03,2018
341,Terrance Ferguson,SF,OKC,61,12.5,-1.08,-0.44,-1.52,-0.02,2018
343,Harrison Barnes,SF,DAL,77,34.2,-2.12,0.58,-1.54,-0.09,2018
345,Jamal Murray,PG,DEN,81,31.7,0.83,-2.39,-1.56,-0.13,2018
347,Jameel Warney,PF,DAL,3,9.0,-2.76,1.18,-1.57,-0.00,2018
349,Lorenzo Brown,G,TOR,14,9.9,-3.07,1.49,-1.58,-0.01,2018
351,James Webb III,F,BKN,10,12.0,-3.08,1.47,-1.60,-0.01,2018
353,Furkan Korkmaz,SG,PHI,14,5.7,-1.99,0.37,-1.62,-0.01,2018
355,Lance Stephenson,G,IND,82,22.6,0.11,-1.75,-1.64,-0.18,2018
357,Wilson Chandler,F,DEN,74,31.6,-0.92,-0.76,-1.68,-0.32,2018
359,Kosta Koufos,C,SAC,71,19.6,-2.58,0.88,-1.70,-0.20,2018
322,Justin Jackson,SF,SAC,68,22.1,-1.08,-0.31,-1.39,0.10,2018
324,Tony Snell,SF,MIL,75,27.4,-0.52,-0.88,-1.40,0.12,2018
326,Alfonzo McKinnie,F,TOR,14,3.8,-2.67,1.26,-1.41,0.00,2018
328,Markieff Morris,PF,WSH,73,27.0,-0.83,-0.59,-1.42,0.09,2018
330,Malcolm Miller,F,TOR,15,8.4,-2.32,0.88,-1.44,0.00,2018
332,Jawun Evans,G,LAC,48,16.2,-2.04,0.57,-1.46,0.02,2018
334,Zach LaVine,SG,CHI,24,27.3,0.90,-2.39,-1.49,0.00,2018
336,Domantas Sabonis,PF,IND,74,24.5,-0.81,-0.68,-1.49,-0.00,2018
338,Frank Ntilikina,PG,NY,78,21.9,-3.65,2.15,-1.50,-0.01,2018
340,Ron Baker,G,NY,29,13.3,-1.41,-0.11,-1.51,-0.01,2018
342,Derrick White,PG,SA,17,8.2,-2.71,1.18,-1.52,-0.00,2018
344,James Michael McAdoo,SF,PHI,3,6.0,-2.17,0.61,-1.55,-0.00,2018
346,Deyonta Davis,F,MEM,62,15.2,-1.19,-0.38,-1.57,-0.05,2018
348,Matthew Dellavedova,PG,MIL,38,18.7,-1.45,-0.12,-1.57,-0.04,2018
350,Andrew Harrison,G,MEM,56,23.7,-1.83,0.24,-1.60,-0.10,2018
352,Jacob Wiley,F,BKN,5,6.6,-3.18,1.57,-1.61,-0.00,2018
354,D'Angelo Russell,PG,BKN,48,25.7,2.73,-4.35,-1.62,-0.12,2018
356,Derrick Rose,PG,CLE/MIN,25,16.8,-0.59,-1.05,-1.64,-0.04,2018
358,Damien Wilkins,SG,IND,19,8.0,-3.02,1.33,-1.69,-0.02,2018
360,DeAndre Jordan,C,LAC,77,31.5,0.18,-1.88,-1.70,-0.37,2018
361,Bogdan Bogdanovic,SG,SAC,78,27.9,-0.41,-1.33,-1.74,-0.38,2018
363,Isaiah Whitehead,G,BKN,16,11.3,-0.70,-1.11,-1.80,-0.03,2018
365,Ben McLemore,SG,MEM,56,19.5,-1.34,-0.47,-1.82,-0.24,2018
367,Larry Drew II,G,PHI/NO,10,7.0,-1.97,0.14,-1.84,-0.02,2018
369,Aaron Brooks,G,MIN,32,5.9,-2.47,0.61,-1.86,-0.04,2018
371,Jon Leuer,F,DET,8,17.0,-3.53,1.66,-1.87,-0.03,2018
373,Matt Williams Jr.,SG,MIA,3,3.7,-2.89,1.00,-1.89,-0.00,2018
375,Wade Baldwin IV,G,POR,7,11.4,-2.47,0.56,-1.91,-0.02,2018
377,Tony Allen,SG,NO,22,12.4,-1.00,-0.92,-1.92,-0.09,2018
379,Ryan Arcidiacono,G,CHI,24,12.7,-2.57,0.62,-1.94,-0.10,2018
381,Malachi Richardson,G,SAC/TOR,26,12.5,-2.94,0.96,-1.97,-0.09,2018
383,Julyan Stone,G,CHA,23,7.6,-3.01,1.00,-2.01,-0.06,2018
385,Dion Waiters,G,MIA,30,30.6,-1.90,-0.12,-2.02,-0.33,2018
387,Cole Aldrich,C,MIN,21,2.3,-3.29,1.26,-2.03,-0.02,2018
389,Quincy Pondexter,F,CHI,23,8.5,-3.03,0.99,-2.04,-0.07,2018
391,George Hill,PG,SAC/CLE,67,27.0,-1.00,-1.06,-2.06,-0.71,2018
393,Joe Young,G,IND,53,10.5,-1.61,-0.48,-2.08,-0.22,2018
395,Wesley Johnson,F,LAC,74,20.1,-1.55,-0.54,-2.09,-0.64,2018
397,Torrey Craig,SF,DEN,39,16.1,-1.40,-0.71,-2.11,-0.27,2018
399,Daniel Hamilton,F,OKC,6,4.7,-3.01,0.90,-2.11,-0.01,2018
362,Kevon Looney,F,GS,66,13.8,-2.33,0.56,-1.78,-0.18,2018
364,Caris LeVert,SG,BKN,71,26.3,-0.01,-1.80,-1.81,-0.39,2018
366,Tyler Zeller,C,BKN/MIL,66,16.8,-0.01,-1.82,-1.83,-0.27,2018
368,JaMychal Green,F,MEM,55,28.0,-1.31,-0.54,-1.84,-0.38,2018
370,Tyson Chandler,C,PHX,46,25.0,-1.48,-0.38,-1.86,-0.30,2018
372,Jameer Nelson,G,NO/DET,50,20.3,-0.97,-0.91,-1.88,-0.27,2018
374,Matt Costello,F,SA,4,8.0,-3.15,1.24,-1.91,-0.01,2018
376,Adreian Payne,PF,ORL,5,8.6,-2.25,0.34,-1.91,-0.01,2018
378,Ed Davis,C,POR,78,18.9,-2.45,0.51,-1.94,-0.42,2018
380,James Young,G,PHI,6,10.2,-3.05,1.10,-1.95,-0.01,2018
382,Brandon Ingram,SF,LAL,59,33.5,-0.67,-1.30,-1.98,-0.73,2018
384,Joffrey Lauvergne,F,SA,55,9.7,-1.41,-0.60,-2.01,-0.17,2018
386,Richard Jefferson,F,DEN,20,8.2,-3.57,1.55,-2.02,-0.06,2018
388,Marcus Paige,G,CHA,5,5.6,-3.17,1.14,-2.04,-0.01,2018
390,Jaylen Morris,F,ATL,6,16.3,-2.09,0.04,-2.06,-0.04,2018
392,Mike Scott,PF,WSH,76,18.5,-0.80,-1.27,-2.07,-0.55,2018
394,Jonas Valanciunas,C,TOR,77,22.4,0.14,-2.23,-2.09,-0.77,2018
396,Wes Iwundu,F,ORL,62,16.5,-2.79,0.70,-2.09,-0.42,2018
398,Georges Niang,SF,UTAH,9,3.6,-2.70,0.59,-2.11,-0.01,2018
400,Malik Monk,SG,CHA,63,13.5,0.68,-2.79,-2.11,-0.35,2018
401,Robin Lopez,C,CHI,64,26.4,-1.89,-0.22,-2.12,-0.77,2018
403,Nigel Hayes,F,LAL/TOR/SAC,9,13.6,-3.69,1.56,-2.13,-0.04,2018
405,Michael Beasley,F,NY,74,22.3,-1.13,-1.01,-2.14,-0.76,2018
407,Jordan Mickey,F,MIA,23,12.3,-3.56,1.38,-2.18,-0.11,2018
409,Alex Caruso,SG,LAL,37,15.2,-2.37,0.16,-2.21,-0.28,2018
411,Alec Burks,SG,UTAH,64,16.5,-1.84,-0.40,-2.24,-0.51,2018
413,Charles Cooke,G,NO,13,2.9,-3.23,0.97,-2.26,-0.02,2018
415,T.J. McConnell,PG,PHI,76,22.4,-1.80,-0.52,-2.32,-0.97,2018
417,Al Jefferson,C,IND,36,13.4,-2.02,-0.31,-2.33,-0.27,2018
419,Kay Felder,G,CHI/DET,16,8.8,-1.29,-1.12,-2.41,-0.09,2018
421,Derrick Jones Jr.,SF,PHX/MIA,20,12.3,-3.29,0.87,-2.42,-0.15,2018
423,Monte Morris,PG,DEN,3,8.3,-3.30,0.86,-2.44,-0.02,2018
425,Michael Carter-Williams,G,CHA,52,16.1,-3.33,0.79,-2.54,-0.57,2018
427,Taurean Prince,PF,ATL,82,30.0,0.08,-2.63,-2.55,-1.88,2018
429,Noah Vonleh,PF,POR/CHI,54,16.2,-3.33,0.75,-2.58,-0.65,2018
431,Marcus Morris Sr.,SF,BOS,54,26.7,-2.25,-0.33,-2.58,-1.02,2018
433,Nick Collison,F,OKC,15,5.0,-2.76,0.16,-2.60,-0.05,2018
435,Kyle Singler,F,OKC,12,4.9,-3.35,0.73,-2.62,-0.04,2018
437,Ian Mahinmi,C,WSH,77,14.9,-1.87,-0.77,-2.63,-0.90,2018
439,David Nwaba,SF,CHI,70,23.5,-1.00,-1.69,-2.69,-1.39,2018
402,Dwayne Bacon,G,CHA,53,13.5,-2.78,0.66,-2.12,-0.31,2018
404,Damian Jones,C,GS,15,5.9,-4.02,1.88,-2.14,-0.04,2018
406,John Henson,F,MIL,76,25.9,-1.23,-0.95,-2.18,-0.95,2018
408,Dennis Schroder,PG,ATL,67,31.0,0.48,-2.67,-2.19,-1.04,2018
410,Marquis Teague,G,MEM,3,24.7,-2.64,0.40,-2.23,-0.04,2018
412,Josh Jackson,SG,PHX,77,25.4,-0.17,-2.08,-2.25,-1.04,2018
414,Tony Bradley,C,UTAH,9,3.2,-3.54,1.26,-2.28,-0.01,2018
416,Nerlens Noel,C,DAL,30,15.7,-3.49,1.16,-2.33,-0.26,2018
418,Alan Williams,C,PHX,5,14.0,-2.32,-0.05,-2.37,-0.04,2018
420,T.J. Warren,SF,PHX,65,33.0,-1.14,-1.28,-2.42,-1.49,2018
422,Jonathon Simmons,G,ORL,69,29.4,-1.37,-1.05,-2.43,-1.34,2018
424,Ramon Sessions,G,NY/WSH,28,14.0,-2.21,-0.29,-2.49,-0.25,2018
426,Greg Monroe,C,MIL/PHX/BOS,51,20.4,-0.49,-2.05,-2.54,-0.60,2018
428,Jonathan Isaac,PF,ORL,27,19.8,-3.59,1.04,-2.56,-0.41,2018
430,Vander Blue,SG,LAL,5,9.0,-3.50,0.92,-2.58,-0.03,2018
432,Alex Poythress,F,IND,25,4.2,-4.05,1.45,-2.60,-0.07,2018
434,De'Aaron Fox,PG,SAC,73,27.8,-0.28,-2.34,-2.62,-1.59,2018
436,Jarell Martin,F,MEM,73,22.8,-3.10,0.47,-2.63,-1.23,2018
438,C.J. Williams,G,LAC,38,18.6,-2.13,-0.56,-2.69,-0.60,2018
440,Cheick Diallo,F,NO,52,11.2,-0.37,-2.33,-2.70,-0.52,2018
441,Rondae Hollis Jefferson,SF,BKN,68,28.3,-0.56,-2.15,-2.71,-1.66,2018
443,Jamal Crawford,G,MIN,80,20.7,0.01,-2.75,-2.74,-1.36,2018
445,Tim Quarterman,G,HOU,3,4.3,-3.51,0.75,-2.76,-0.01,2018
447,Josh Gray,G,PHX,5,17.2,-2.72,-0.11,-2.83,-0.08,2018
449,Dante Cunningham,F,NO/BKN,73,21.4,-1.71,-1.18,-2.89,-1.56,2018
451,Ike Anigbogu,C,IND,11,2.7,-4.02,1.07,-2.95,-0.02,2018
453,Marquese Chriss,SF,PHX,72,21.2,-0.62,-2.34,-2.96,-1.61,2018
455,Tony Parker,G,SA,55,19.5,-2.02,-1.00,-3.02,-1.16,2018
457,Caleb Swanigan,F,POR,27,7.0,-3.30,0.27,-3.04,-0.18,2018
459,Arron Afflalo,G,ORL,53,12.9,-2.97,-0.19,-3.16,-0.76,2018
461,Lance Thomas,F,NY,73,18.5,-3.12,-0.10,-3.22,-1.66,2018
463,DeAndre Liggins,G,MIL/NO,58,12.5,-3.73,0.46,-3.27,-0.88,2018
465,Jarrett Allen,C,BKN,72,20.0,-2.58,-0.74,-3.32,-1.77,2018
467,Marshall Plumlee,C,MIL,8,6.5,-4.61,1.23,-3.38,-0.04,2018
469,T.J. Leaf,PF,IND,53,8.6,-2.78,-0.68,-3.46,-0.57,2018
471,Udonis Haslem,PF,MIA,14,5.1,-5.51,1.97,-3.54,-0.06,2018
473,Timofey Mozgov,C,BKN,31,11.6,-3.05,-0.52,-3.57,-0.52,2018
475,Tarik Black,F,HOU,51,10.5,-3.22,-0.40,-3.62,-0.73,2018
477,Emmanuel Mudiay,G,DEN/NY,64,19.4,-0.85,-2.88,-3.73,-1.93,2018
479,Dennis Smith Jr.,PG,DAL,69,29.7,-0.78,-2.97,-3.75,-3.18,2018
442,Kyle Collinsworth,G,DAL,32,15.0,-3.03,0.31,-2.72,-0.37,2018
444,Markel Brown,G,HOU,4,7.8,-3.22,0.48,-2.74,-0.02,2018
446,Dragan Bender,F,PHX,82,25.2,-1.93,-0.89,-2.82,-2.03,2018
448,Dwight Buycks,G,DET,29,14.7,-3.23,0.38,-2.85,-0.39,2018
450,Jason Smith,F,WSH,33,8.6,-2.14,-0.77,-2.91,-0.27,2018
452,Joe Johnson,G,UTAH/HOU,55,21.9,-3.16,0.20,-2.96,-1.15,2018
454,JR Smith,G,CLE,80,28.1,-1.20,-1.77,-2.97,-2.32,2018
456,Tyler Ulis,G,PHX,71,23.4,-1.39,-1.63,-3.02,-1.78,2018
458,Zach Collins,PF,POR,66,15.8,-3.36,0.25,-3.11,-1.04,2018
460,Zhou Qi,C,HOU,18,6.9,-2.92,-0.26,-3.18,-0.14,2018
462,Darrell Arthur,F,DEN,19,7.4,-3.07,-0.18,-3.25,-0.17,2018
464,Elfrid Payton,G,ORL/PHX,63,28.7,0.88,-4.16,-3.28,-2.35,2018
466,Zach Randolph,F,SAC,59,25.6,-0.70,-2.65,-3.34,-1.91,2018
468,Andrew Bogut,C,LAL,24,9.0,-3.22,-0.18,-3.40,-0.31,2018
470,Iman Shumpert,G,CLE,14,19.7,-2.96,-0.50,-3.47,-0.38,2018
472,Isaiah Hicks,F,NY,18,13.3,-3.36,-0.20,-3.56,-0.30,2018
474,Giorgios Papagiannis,C,SAC/POR,17,7.2,-3.22,-0.37,-3.59,-0.18,2018
476,P.J. Tucker,PF,HOU,82,27.8,-3.71,0.05,-3.66,-3.27,2018
478,Jarrett Jack,G,NY,62,25.0,-1.06,-2.67,-3.74,-2.47,2018
480,Walt Lemon Jr.,G,NO,5,7.0,-3.69,-0.09,-3.77,-0.04,2018
481,Tristan Thompson,C,CLE,53,20.2,-1.76,-2.04,-3.80,-1.60,2018
483,Semi Ojeleye,PF,BOS,73,15.8,-3.76,-0.08,-3.83,-1.74,2018
485,D.J. Wilson,F,MIL,22,3.2,-3.82,-0.08,-3.90,-0.10,2018
487,Ivan Rabb,PF,MEM,36,14.3,-2.16,-1.76,-3.92,-0.83,2018
489,Xavier Munford,G,MIL,6,3.5,-4.77,0.81,-3.97,-0.03,2018
491,Joel Bolomboy,PF,MIL,6,6.3,-6.04,2.06,-3.99,-0.03,2018
493,Darrun Hilliard,G,SA,14,6.8,-4.94,0.90,-4.04,-0.12,2018
495,Evan Turner,G,POR,79,25.7,-2.98,-1.17,-4.14,-3.77,2018
497,Patrick McCaw,SF,GS,57,16.9,-3.18,-1.05,-4.23,-1.77,2018
499,Kelly Oubre Jr.,SG,WSH,81,27.5,-1.73,-2.55,-4.28,-4.26,2018
501,Kobi Simmons,G,MEM,32,20.1,-2.04,-2.52,-4.56,-1.29,2018
503,Abdel Nader,SF,BOS,48,10.9,-2.76,-1.85,-4.61,-1.04,2018
505,Paul Zipser,F,CHI,54,15.2,-3.52,-1.27,-4.79,-1.88,2018
507,Danuel House Jr.,SF,PHX,23,17.5,-4.89,-0.49,-5.38,-0.90,2018
509,Briante Weber,PG,HOU/MEM,18,13.2,-4.23,-1.31,-5.54,-0.64,2018
511,Mike James,PG,PHX/NO,36,19.1,-3.14,-2.91,-6.05,-2.06,2018
482,Nate Wolters,PG,UTAH,5,3.8,-4.65,0.85,-3.80,-0.02,2018
484,DeAndre' Bembry,SG,ATL,26,17.5,-3.28,-0.62,-3.90,-0.71,2018
486,Jahlil Okafor,C,PHI/BKN,28,12.6,-3.32,-0.58,-3.90,-0.55,2018
488,Gorgui Dieng,C,MIN,79,16.9,-1.97,-1.97,-3.94,-2.29,2018
490,Skal Labissiere,F,SAC,60,20.7,-1.93,-2.05,-3.98,-2.11,2018
492,Cristiano Felicio,PF,CHI,55,17.8,-2.83,-1.20,-4.03,-1.70,2018
494,Thon Maker,F,MIL,74,16.7,-3.35,-0.80,-4.14,-2.15,2018
496,Antonius Cleveland,G,DAL/ATL,17,7.2,-4.24,0.05,-4.19,-0.24,2018
498,Miles Plumlee,C,ATL,55,16.7,-2.96,-1.32,-4.28,-1.91,2018
500,Kadeem Allen,G,BOS,18,5.9,-4.99,0.50,-4.49,-0.16,2018
502,Demetrius Jackson,G,HOU/PHI,15,5.3,-4.42,-0.18,-4.60,-0.14,2018
504,Xavier Rathan-Mayes,SG,MEM,5,23.6,-4.37,-0.31,-4.68,-0.19,2018
506,Omer Asik,C,NO/CHI,18,10.1,-6.32,1.47,-4.85,-0.35,2018
508,Juancho Hernangomez,PF,DEN,25,11.1,-5.06,-0.33,-5.38,-0.70,2018
510,Bismack Biyombo,C,ORL,82,18.2,-3.96,-1.87,-5.83,-4.43,2018
512,London Perrantes,G,CLE,14,4.7,-13.15,3.22,-9.93,-0.15,2018
