rank,name,position,team,games,minutes,off_rpm,def_rpm,rpm,wins,year
312,Josh Richardson,SG,PHI,55,30.8,-2.31,0.58,-1.73,0.45,2020
314,Rodions Kurucs,SF,BKN,47,14.6,-1.77,0.04,-1.74,0.19,2020
316,Pat Connaughton,SG,MIL,67,18.6,-0.52,-1.22,-1.75,0.34,2020
318,Carmelo Anthony,PF,POR,58,32.8,-2.28,0.52,-1.76,0.47,2020
320,Derrick Jones Jr.,SF,MIA,59,23.3,-0.80,-0.96,-1.76,0.34,2020
321,JaKarr Sampson,SF,IND,34,13.9,-2.46,0.69,-1.76,0.12,2020
323,Dejounte Murray,SG,SA,66,25.6,-1.63,-0.14,-1.77,0.41,2020
325,Jarrett Culver,G,MIN,63,23.9,-0.83,-0.96,-1.78,0.37,2020
327,Collin Sexton,PG,CLE,65,33.0,0.32,-2.11,-1.79,0.49,2020
329,Allonzo Trier,G,NY,24,12.1,0.04,-1.84,-1.81,0.06,2020
331,Sindarius Thornwell,SG,NO,2,17.5,-1.41,-0.42,-1.82,0.01,2020
333,Austin Rivers,SG,HOU,68,23.4,0.55,-2.39,-1.84,0.32,2020
335,Jordan McRae,G,WSH/DEN/DET,37,21.2,1.48,-3.32,-1.85,0.15,2020
337,Jahlil Okafor,C,NO,30,15.6,-0.77,-1.08,-1.85,0.09,2020
339,Jordan Poole,SG,GS,57,22.4,-1.22,-0.67,-1.90,0.20,2020
341,PJ Dozier,G,DEN,29,14.2,-0.82,-1.10,-1.92,0.06,2020
343,Juan Toscano-Anderson,F,GS,13,20.9,-2.69,0.75,-1.94,0.03,2020
345,Javonte Green,SF,BOS,48,9.8,-0.77,-1.20,-1.97,0.05,2020
347,Thanasis Antetokounmpo,SF,MIL,20,6.5,-1.13,-0.84,-1.97,0.01,2020
349,Jalen McDaniels,PF,CHA,16,18.3,-2.49,0.51,-1.98,0.03,2020
351,Torrey Craig,SF,DEN,58,18.5,-1.88,-0.11,-1.99,0.09,2020
353,Marvin Bagley III,PF,SAC,13,25.7,-0.80,-1.24,-2.04,0.02,2020
355,Anzejs Pasecniks,C,WSH,27,16.2,-0.86,-1.19,-2.06,0.02,2020
357,Dewan Hernandez,F,TOR,6,4.7,-1.61,-0.45,-2.06,0.00,2020
359,Jerami Grant,SF,DEN,71,26.6,-1.04,-1.04,-2.09,0.03,2020
322,Raul Neto,PG,PHI,54,12.4,-2.30,0.54,-1.77,0.16,2020
324,Henry Ellenson,PF,BKN,5,3.0,-2.08,0.29,-1.78,0.00,2020
326,Ante Zizic,C,CLE,22,10.0,-1.86,0.08,-1.79,0.05,2020
328,Ish Smith,PG,WSH,68,26.3,0.55,-2.35,-1.80,0.41,2020
330,Omari Rasulala Spellman,F,GS,49,18.1,-1.55,-0.26,-1.81,0.19,2020
332,Jeremy Lamb,SG,IND,46,28.1,-0.85,-0.98,-1.83,0.26,2020
334,Jeff Green,PF,UTAH/HOU,48,20.0,-0.80,-1.04,-1.84,0.19,2020
336,Tyler Herro,PG,MIA,55,27.4,-1.03,-0.81,-1.85,0.29,2020
338,Bobby Portis,F,NY,66,21.1,-1.13,-0.76,-1.90,0.20,2020
340,Malcolm Miller,F,TOR,28,5.8,-1.59,-0.31,-1.90,0.02,2020
342,Nigel Williams-Goss,G,UTAH,10,5.0,-2.43,0.49,-1.94,0.01,2020
344,Maurice Harkless,SF,LAC/NY,62,23.0,-1.75,-0.21,-1.96,0.16,2020
346,Andre Iguodala,F,MIA,21,19.9,-1.52,-0.45,-1.97,0.04,2020
348,Jerome Robinson,SG,LAC/WSH,63,15.5,-1.50,-0.47,-1.98,0.10,2020
350,Udonis Haslem,PF,MIA,4,11.0,-2.16,0.17,-1.99,0.00,2020
352,Stanley Johnson,SF,TOR,25,6.0,-1.42,-0.58,-2.00,0.01,2020
354,Markieff Morris,PF,DET/LAL,58,20.5,-1.34,-0.71,-2.05,0.05,2020
356,CJ Miles,G,WSH,10,16.1,-1.07,-0.98,-2.06,0.01,2020
358,Kyle Alexander,F,MIA,2,6.5,-2.01,-0.07,-2.08,0.00,2020
360,Johnathan Williams,F,WSH,15,12.0,-2.37,0.28,-2.09,0.00,2020
361,Ryan Arcidiacono,G,CHI,58,16.0,-1.76,-0.34,-2.10,0.01,2020
363,Thabo Sefolosha,F,HOU,41,10.6,-1.28,-0.86,-2.14,-0.01,2020
365,Kevin Huerter,SG,ATL,56,31.4,0.03,-2.18,-2.16,-0.06,2020
367,Ian Mahinmi,C,WSH,38,21.3,-1.95,-0.23,-2.18,-0.04,2020
369,Dusty Hannahs,G,MEM,2,6.5,-1.94,-0.25,-2.20,-0.00,2020
371,Keita Bates-Diop,SF,MIN/DEN,44,16.9,-0.62,-1.59,-2.21,-0.05,2020
373,Kostas Antetokounmpo,F,LAL,5,4.0,-2.02,-0.19,-2.21,-0.00,2020
375,James Ennis III,F,PHI/ORL,69,18.3,-0.63,-1.63,-2.25,-0.13,2020
377,Alize Johnson,F,IND,17,6.9,-2.69,0.42,-2.27,-0.01,2020
379,Rui Hachimura,PF,WSH,48,30.1,-2.03,-0.24,-2.28,-0.18,2020
381,Chimezie Metu,PF,SA,18,5.8,-1.51,-0.78,-2.30,-0.01,2020
383,Gary Clark,F,HOU/ORL,42,13.5,-1.66,-0.65,-2.30,-0.08,2020
385,Chasson Randle,G,GS,3,13.3,-2.50,0.17,-2.33,-0.01,2020
387,Tim Frazier,PG,DET,27,13.1,-1.88,-0.47,-2.34,-0.06,2020
389,Marko Guduric,G,MEM,44,11.0,-0.31,-2.04,-2.35,-0.09,2020
391,Charlie Brown Jr.,G,ATL,10,4.0,-2.27,-0.11,-2.38,-0.01,2020
393,Donta Hall,F,DET/BKN,9,14.8,-2.28,-0.12,-2.40,-0.03,2020
395,Ky Bowman,G,GS,45,22.6,-2.87,0.45,-2.42,-0.23,2020
397,Theo Pinson,G,BKN,33,11.1,-1.97,-0.48,-2.44,-0.09,2020
399,Dzanan Musa,F,BKN,40,12.2,-0.48,-2.01,-2.48,-0.14,2020
362,Derrick Walton Jr.,G,LAC/DET,26,9.5,-1.36,-0.76,-2.12,-0.00,2020
364,Luc Mbah a Moute,F,HOU,3,8.3,-1.98,-0.16,-2.14,-0.00,2020
366,Justin Wright-Foreman,G,UTAH,4,11.3,-1.74,-0.41,-2.16,-0.00,2020
368,Tyson Chandler,C,HOU,26,8.4,-2.55,0.35,-2.20,-0.01,2020
370,Drew Eubanks,PF,SA,22,12.4,-1.60,-0.61,-2.21,-0.02,2020
372,BJ Johnson,F,ORL,10,8.3,-1.37,-0.84,-2.21,-0.01,2020
374,Josh Reaves,G,DAL,4,7.0,-2.43,0.18,-2.25,-0.00,2020
376,Zylan Cheatham,F,NO,4,12.8,-1.87,-0.39,-2.26,-0.01,2020
378,Glenn Robinson III,F,GS/PHI,62,28.8,-0.74,-1.53,-2.27,-0.21,2020
380,Semi Ojeleye,PF,BOS,69,14.7,-3.15,0.87,-2.28,-0.12,2020
382,Devon Hall,F,OKC,11,7.4,-2.20,-0.10,-2.30,-0.01,2020
384,De'Andre Hunter,SF,ATL,63,32.0,-1.54,-0.78,-2.32,-0.32,2020
386,Dean Wade,PF,CLE,12,5.9,-2.08,-0.25,-2.33,-0.01,2020
388,Thaddeus Young,PF,CHI,64,24.9,-1.89,-0.46,-2.34,-0.27,2020
390,Vlatko Cancar,SF,DEN,14,3.2,-1.89,-0.49,-2.38,-0.01,2020
392,Brad Wanamaker,PG,BOS,71,19.3,-0.52,-1.87,-2.39,-0.28,2020
394,Al-Farouq Aminu,SF,ORL,18,21.1,-3.96,1.55,-2.41,-0.08,2020
396,Jalen Lecque,G,PHX,5,6.4,-2.10,-0.34,-2.43,-0.01,2020
398,Dewayne Dedmon,C,SAC/ATL,44,17.6,-3.25,0.80,-2.45,-0.19,2020
400,Iman Shumpert,G,BKN,13,18.5,-2.14,-0.35,-2.49,-0.07,2020
401,Dwayne Bacon,G,CHA,39,17.6,-2.97,0.45,-2.52,-0.19,2020
403,William Howard,F,HOU,2,6.5,-2.12,-0.40,-2.53,-0.00,2020
405,Amile Jefferson,F,ORL,18,4.1,-2.89,0.35,-2.54,-0.02,2020
407,Jaren Jackson Jr.,PF,MEM,57,28.5,0.34,-2.90,-2.56,-0.55,2020
409,T.J. Leaf,PF,IND,28,7.9,-2.41,-0.16,-2.57,-0.08,2020
411,Tariq Owens,F,PHX,3,5.0,-2.40,-0.19,-2.60,-0.01,2020
413,Justin Robinson,F,WSH,9,5.4,-2.60,-0.02,-2.61,-0.02,2020
415,Zhaire Smith,G,PHI,7,4.6,-2.23,-0.43,-2.66,-0.01,2020
417,Nickeil Alexander-Walker,SG,NO,47,12.6,-0.60,-2.10,-2.70,-0.26,2020
419,Tacko Fall,C,BOS,7,4.7,-2.44,-0.27,-2.71,-0.01,2020
421,Daryl Macon,SG,MIA,4,3.5,-2.74,0.02,-2.72,-0.01,2020
423,Corey Brewer,F,SAC,5,6.6,-2.35,-0.39,-2.73,-0.02,2020
425,Frank Mason III,G,MIL,9,13.1,-1.83,-0.93,-2.76,-0.06,2020
427,Ignas Brazdeikis,SF,NY,9,5.9,-2.21,-0.56,-2.77,-0.02,2020
429,Rayjon Tucker,G,UTAH,20,8.1,-2.52,-0.26,-2.78,-0.08,2020
431,KZ Okpala,SF,MIA,5,5.2,-2.58,-0.20,-2.78,-0.01,2020
433,Jusuf Nurkic,C,POR,8,31.6,-1.37,-1.45,-2.83,-0.14,2020
435,Coby White,PG,CHI,65,25.8,0.54,-3.38,-2.84,-0.90,2020
437,Zach Norvell Jr.,G,LAL/GS,5,8.2,-1.65,-1.20,-2.84,-0.02,2020
439,Josh Gray,G,NO,2,11.5,-2.52,-0.35,-2.86,-0.01,2020
402,Admiral Schofield,SF,WSH,33,11.2,-2.02,-0.50,-2.52,-0.11,2020
404,Carsen Edwards,PG,BOS,37,9.5,-1.74,-0.79,-2.53,-0.11,2020
406,Malik Monk,SG,CHA,55,21.3,0.21,-2.75,-2.54,-0.34,2020
408,Stanton Kidd,SF,UTAH,4,3.8,-2.50,-0.07,-2.57,-0.01,2020
410,Isaiah Roby,F,OKC,3,3.7,-2.42,-0.16,-2.58,-0.00,2020
412,Wilson Chandler,F,BKN,35,21.0,-1.87,-0.74,-2.61,-0.27,2020
414,Justin Patton,C,OKC,5,4.8,-2.05,-0.61,-2.65,-0.01,2020
416,Cameron Payne,PG,PHX,8,22.9,-2.42,-0.26,-2.68,-0.08,2020
418,Darius Bazley,PF,OKC,61,18.5,-3.87,1.17,-2.70,-0.49,2020
420,Tyler Cook,F,DEN/CLE,13,4.2,-2.35,-0.37,-2.72,-0.02,2020
422,Justin Anderson,F,BKN,10,10.7,-2.45,-0.28,-2.73,-0.05,2020
424,Jonah Bolden,PF,PHI/PHX,7,6.7,-2.12,-0.64,-2.75,-0.02,2020
426,Nicolas Batum,PF,CHA,22,23.0,-1.32,-1.45,-2.77,-0.22,2020
428,Terrance Ferguson,SF,OKC,56,22.4,-3.19,0.42,-2.77,-0.59,2020
430,Jordan Bone,G,DET,10,5.3,-2.50,-0.27,-2.78,-0.02,2020
432,Miye Oni,SG,UTAH,10,10.9,-2.50,-0.32,-2.82,-0.06,2020
434,Grant Williams,PF,BOS,69,15.1,-1.94,-0.89,-2.83,-0.55,2020
436,Robin Lopez,C,MIL,66,14.5,-2.16,-0.68,-2.84,-0.53,2020
438,Kadeem Allen,G,NY,10,11.7,-2.16,-0.69,-2.85,-0.06,2020
440,Vic Law,F,ORL,8,7.8,-2.77,-0.09,-2.87,-0.03,2020
441,Andre Roberson,F,OKC,7,12.4,-3.28,0.38,-2.90,-0.05,2020
443,Miles Bridges,SF,CHA,65,30.7,-3.03,0.08,-2.96,-1.14,2020
445,Dante Exum,G,UTAH/CLE,35,13.9,-2.00,-1.03,-3.03,-0.31,2020
447,D.J. Wilson,F,MIL,37,9.8,-1.68,-1.36,-3.04,-0.26,2020
449,Kelly Oubre Jr.,SG,PHX,56,34.5,-0.54,-2.50,-3.05,-1.33,2020
451,Joakim Noah,C,LAC,5,10.0,-2.29,-0.77,-3.06,-0.04,2020
453,Thon Maker,F,DET,60,12.9,-2.43,-0.66,-3.09,-0.53,2020
455,Amir Coffey,SG,LAC,18,8.8,-2.11,-1.00,-3.12,-0.11,2020
457,Isaiah Thomas,G,WSH,40,23.1,1.68,-4.83,-3.15,-0.73,2020
459,Khyri Thomas,SG,DET,8,7.6,-2.75,-0.43,-3.18,-0.04,2020
461,Alfonzo McKinnie,F,CLE,40,14.8,-1.79,-1.40,-3.20,-0.47,2020
463,Shamorie Ponds,PG,TOR,4,2.8,-2.77,-0.44,-3.21,-0.01,2020
465,Vincent Poirier,C,BOS,22,5.9,-2.12,-1.20,-3.32,-0.12,2020
467,Jarrell Brantley,PF,UTAH,9,10.7,-2.77,-0.59,-3.35,-0.09,2020
469,Elie Okobo,G,PHX,55,13.1,-1.37,-2.02,-3.39,-0.66,2020
471,Melvin Frazier Jr.,G,ORL,19,6.6,-2.67,-0.78,-3.45,-0.13,2020
473,Michael Kidd-Gilchrist,F,CHA/DAL,25,11.2,-3.89,0.41,-3.48,-0.27,2020
475,Anthony Tolliver,PF,POR/SAC/MEM,55,15.9,-2.87,-0.65,-3.52,-0.84,2020
477,Michael Frazier II,G,HOU,13,11.2,-2.83,-0.69,-3.53,-0.16,2020
479,Cam Reddish,SF,ATL,58,26.7,-0.46,-3.07,-3.53,-1.65,2020
442,Jeff Teague,PG,MIN/ATL,59,24.8,1.26,-4.19,-2.92,-0.88,2020
444,Khem Birch,C,ORL,48,19.2,-2.94,-0.04,-2.98,-0.57,2020
446,Juwan Morgan,F,UTAH,21,6.4,-2.64,-0.39,-3.03,-0.09,2020
448,Cristiano Felicio,PF,CHI,22,17.5,-1.83,-1.21,-3.04,-0.26,2020
450,Michael Porter Jr.,SF,DEN,55,16.4,0.09,-3.13,-3.05,-0.60,2020
452,Terance Mann,SG,LAC,41,8.8,-1.97,-1.11,-3.08,-0.26,2020
454,Chandler Hutchison,SF,CHI,28,18.8,-1.36,-1.73,-3.09,-0.39,2020
456,Antonius Cleveland,G,DAL,11,4.2,-2.63,-0.50,-3.13,-0.03,2020
458,Johnathan Motley,F,LAC,13,3.2,-1.74,-1.42,-3.17,-0.02,2020
460,Nassir Little,SF,POR,48,11.9,-1.33,-1.85,-3.18,-0.45,2020
462,Romeo Langford,SG,BOS,32,11.6,-2.99,-0.22,-3.20,-0.29,2020
464,Damian Jones,C,ATL,55,16.1,-1.10,-2.14,-3.24,-0.74,2020
466,Matt Mooney,SG,CLE,4,4.8,-3.33,-0.00,-3.33,-0.01,2020
468,Jerian Grant,G,WSH,6,13.3,-3.08,-0.30,-3.38,-0.07,2020
470,Brian Bowen II,F,IND,6,5.2,-3.29,-0.13,-3.43,-0.03,2020
472,Tremont Waters,G,BOS,11,10.8,-1.96,-1.50,-3.47,-0.12,2020
474,Solomon Hill,SF,MEM/MIA,59,18.4,-0.21,-3.27,-3.48,-1.10,2020
476,Bol Bol,C,DEN,7,12.4,-2.26,-1.26,-3.52,-0.09,2020
478,Justin Jackson,SF,DAL,65,16.1,-1.35,-2.17,-3.53,-1.07,2020
480,Emmanuel Mudiay,G,UTAH,54,15.7,-1.21,-2.35,-3.55,-0.90,2020
481,Tyrone Wallace,G,ATL,14,11.4,-2.56,-1.02,-3.59,-0.18,2020
483,Chris Silva,F,MIA,44,7.9,-1.45,-2.20,-3.65,-0.38,2020
485,Joe Chealey,G,CHA,4,8.3,-3.56,-0.15,-3.71,-0.04,2020
487,Wenyen Gabriel,F,SAC/POR,30,7.8,-2.45,-1.37,-3.81,-0.30,2020
489,Ty Jerome,SG,PHX,31,10.6,-2.84,-1.03,-3.87,-0.41,2020
491,Kevon Looney,F,GS,20,13.1,-3.12,-0.79,-3.91,-0.34,2020
493,Rodney McGruder,G,LAC,56,15.6,-1.75,-2.19,-3.94,-1.19,2020
495,Caleb Swanigan,F,SAC/POR,27,10.7,-1.94,-2.05,-3.98,-0.40,2020
497,Jarred Vanderbilt,PF,DEN/MIN,11,4.2,-2.75,-1.30,-4.05,-0.07,2020
499,Frank Jackson,G,NO,59,13.5,-0.78,-3.34,-4.11,-1.22,2020
501,JR Smith,G,LAL,6,13.2,-3.51,-0.74,-4.25,-0.13,2020
503,Eric Paschall,F,GS,60,27.6,-1.39,-2.93,-4.33,-2.68,2020
505,Harry Giles III,F,SAC,46,14.5,-1.61,-2.76,-4.37,-1.09,2020
507,Josh Magette,PG,ORL,8,4.8,-4.14,-0.27,-4.41,-0.05,2020
509,Allen Crabbe,G,ATL/MIN,37,17.6,-2.04,-2.82,-4.87,-1.35,2020
511,Dennis Smith Jr.,PG,NY,34,15.8,-1.42,-3.50,-4.92,-1.07,2020
513,Norvel Pelle,PF,PHI,24,9.7,-3.42,-1.87,-5.29,-0.52,2020
515,Oshae Brissett,SF,TOR,19,7.1,-4.13,-1.28,-5.42,-0.29,2020
517,Danuel House Jr.,SF,HOU,63,30.4,-3.73,-1.78,-5.51,-4.88,2020
519,Juancho Hernangomez,PF,DEN/MIN,48,17.4,-3.45,-3.13,-6.59,-2.81,2020
482,Mario Hezonja,F,POR,53,16.4,-2.29,-1.33,-3.62,-0.96,2020
484,Deonte Burton,F,OKC,39,9.1,-2.97,-0.72,-3.69,-0.42,2020
486,Jeremy Pargo,PG,GS,3,14.7,-3.21,-0.56,-3.77,-0.03,2020
488,RJ Barrett,SG,NY,56,30.4,-1.16,-2.68,-3.84,-2.10,2020
490,Quinndary Weatherspoon,G,SA,11,7.1,-3.20,-0.70,-3.89,-0.11,2020
492,Moses Brown,C,POR,9,3.7,-2.83,-1.10,-3.92,-0.04,2020
494,Patrick McCaw,SF,TOR,37,24.5,-3.13,-0.81,-3.95,-1.16,2020
496,Troy Brown Jr.,SF,WSH,69,25.8,-1.01,-2.99,-4.00,-2.52,2020
498,Goga Bitadze,C,IND,54,8.7,-2.48,-1.61,-4.09,-0.70,2020
500,Evan Turner,G,ATL,19,13.2,-3.57,-0.60,-4.17,-0.39,2020
502,DeAndre' Bembry,SG,ATL,43,21.3,-2.32,-1.99,-4.30,-1.51,2020
504,Sekou Doumbouya,SF,DET,38,19.8,-3.22,-1.13,-4.35,-1.18,2020
506,Darius Garland,PG,CLE,59,30.9,-2.52,-1.85,-4.38,-2.91,2020
508,Kevin Porter Jr.,G,CLE,50,23.2,-2.03,-2.55,-4.57,-2.04,2020
510,Jacob Evans,G,GS/MIN,29,14.4,-3.02,-1.85,-4.87,-0.85,2020
512,Lance Thomas,F,BKN,7,14.0,-3.82,-1.26,-5.08,-0.21,2020
514,Mo Bamba,C,ORL,62,14.2,-3.57,-1.82,-5.39,-2.01,2020
516,Ed Davis,C,UTAH,28,10.8,-4.50,-0.98,-5.48,-0.71,2020
518,Anfernee Simons,SG,POR,70,20.7,-1.57,-4.51,-6.08,-4.08,2020
520,Kevin Knox II,SF,NY,65,17.9,-4.34,-3.58,-7.92,-4.76,2020
