rank,name,position,team,games,minutes,off_rpm,def_rpm,rpm,wins,year
312,Larry Nance Jr.,PF,CLE,35,31.2,-1.55,0.05,-1.50,0.50,2021
314,Cassius Stanley,G,IND,24,3.9,-0.84,-0.70,-1.53,0.05,2021
316,Ryan Arcidiacono,G,CHI,44,10.2,-0.13,-1.42,-1.56,0.23,2021
318,Nemanja Bjelica,PF,SAC/MIA,37,16.1,0.24,-1.81,-1.56,0.26,2021
320,Mfiondu Kabengele,C,LAC/CLE,39,7.2,-0.84,-0.73,-1.58,0.11,2021
321,Isaac Okoro,SF,CLE,67,32.4,-3.43,1.85,-1.58,0.78,2021
323,James Nunnally,SF,NO,9,5.3,-0.14,-1.45,-1.59,0.02,2021
325,Obi Toppin,PF,NY,62,11.0,-0.40,-1.20,-1.60,0.29,2021
327,Khem Birch,C,ORL/TOR,67,22.8,-1.96,0.36,-1.60,0.59,2021
329,Marquese Chriss,SF,GS,2,13.5,-0.59,-1.03,-1.62,0.01,2021
331,Mike James,PG,BKN,13,18.2,0.54,-2.16,-1.62,0.07,2021
333,Wendell Carter Jr.,C,CHI/ORL,54,25.5,-1.63,-0.01,-1.64,0.45,2021
335,Rajon Rondo,PG,ATL/LAC,45,17.1,0.73,-2.39,-1.66,0.29,2021
337,Trey Burke,PG,DAL,62,14.7,0.41,-2.07,-1.66,0.33,2021
339,LaMarcus Aldridge,C,SA/BKN,26,25.9,-1.04,-0.63,-1.67,0.21,2021
341,Thon Maker,F,CLE,8,9.5,-1.19,-0.53,-1.72,0.03,2021
343,Tyrese Haliburton,PG,SAC,58,30.1,1.28,-3.03,-1.75,0.44,2021
345,Marcus Morris Sr.,SF,LAC,57,26.4,0.28,-2.04,-1.77,0.33,2021
347,Aaron Holiday,G,IND,66,17.8,0.06,-1.83,-1.77,0.28,2021
349,Dennis Smith Jr.,PG,NY/DET,23,18.3,-0.03,-1.76,-1.79,0.08,2021
351,Josh Okogie,SF,MIN,59,20.3,-1.97,0.16,-1.81,0.20,2021
353,Bismack Biyombo,C,CHA,66,20.4,-2.68,0.86,-1.83,0.22,2021
355,Andre Iguodala,F,MIA,63,21.3,-1.38,-0.46,-1.84,0.22,2021
357,Tony Bradley,C,PHI/OKC,42,16.3,-0.25,-1.61,-1.86,0.09,2021
359,Derrick Rose,PG,DET/NY,50,25.6,-0.07,-1.80,-1.87,0.16,2021
322,Elfrid Payton,G,NY,63,23.6,-4.08,2.50,-1.58,0.48,2021
324,Naji Marshall,SF,NO,32,21.9,-0.13,-1.46,-1.59,0.28,2021
326,Dwayne Bacon,G,ORL,72,25.7,-2.72,1.13,-1.60,0.67,2021
328,Markus Howard,PG,DEN,37,5.5,0.15,-1.76,-1.60,0.08,2021
330,Terrence Ross,G,ORL,46,29.3,0.21,-1.83,-1.62,0.55,2021
332,Ish Smith,PG,WSH,44,21.0,0.38,-2.02,-1.64,0.36,2021
334,Devin Cannady,G,ORL,8,9.3,-0.15,-1.50,-1.66,0.03,2021
336,Otto Porter Jr.,SF,CHI/ORL,28,21.7,0.18,-1.84,-1.66,0.22,2021
338,Timothe Luwawu-Cabarrot,SG,BKN,58,18.1,0.13,-1.80,-1.67,0.37,2021
340,Anfernee Simons,SG,POR,64,17.3,0.61,-2.31,-1.70,0.30,2021
342,Isaiah Thomas,G,NO,3,16.0,0.08,-1.82,-1.75,0.01,2021
344,Tomas Satoransky,SG,CHI,58,22.5,0.29,-2.04,-1.75,0.33,2021
346,Taj Gibson,F,NY,45,20.8,-0.90,-0.87,-1.77,0.21,2021
348,D.J. Augustin,G,MIL/HOU,57,19.8,0.85,-2.64,-1.79,0.24,2021
350,Carmelo Anthony,PF,POR,69,24.5,0.05,-1.85,-1.81,0.31,2021
352,Gary Payton II,SG,GS,10,4.0,-0.68,-1.14,-1.82,0.01,2021
354,Kevin Knox II,SF,NY,42,11.0,-0.18,-1.65,-1.83,0.10,2021
356,Moses Brown,C,OKC,43,21.4,-2.18,0.33,-1.85,0.11,2021
358,Jaylen Nowell,SG,MIN,42,18.1,0.49,-2.35,-1.86,0.11,2021
360,Alen Smailagic,PF,GS,15,5.6,-1.27,-0.61,-1.88,0.01,2021
361,James Johnson,PF,DAL/NO,51,20.5,-0.35,-1.55,-1.89,0.11,2021
363,Talen Horton-Tucker,SG,LAL,65,20.1,-0.06,-1.85,-1.90,0.13,2021
365,Nathan Knight,F,ATL,33,8.5,-0.56,-1.35,-1.91,0.02,2021
367,Meyers Leonard,C,MIA,3,9.7,-0.87,-1.04,-1.92,0.00,2021
369,Damian Jones,C,PHX/LAL/SAC,39,14.0,-0.95,-0.98,-1.93,0.03,2021
371,Zeke Nnaji,PF,DEN,42,9.5,-0.61,-1.33,-1.95,0.02,2021
373,Matthew Dellavedova,PG,CLE,13,17.2,-0.28,-1.68,-1.96,0.01,2021
375,Terance Mann,SG,LAC,67,18.9,-0.57,-1.42,-1.99,-0.01,2021
377,Nico Mannion,PG,GS,30,12.1,-0.09,-1.91,-2.00,-0.00,2021
379,Caleb Martin,SF,CHA,53,15.4,-0.31,-1.72,-2.02,-0.03,2021
381,Precious Achiuwa,PF,MIA,61,12.1,-0.86,-1.16,-2.03,-0.03,2021
383,Cristiano Felicio,PF,CHI,18,4.7,-1.60,-0.44,-2.03,-0.00,2021
385,T.J. McConnell,PG,IND,69,26.0,0.84,-2.89,-2.04,-0.11,2021
387,Devin Vassell,SG,SA,62,17.0,-0.18,-1.90,-2.08,-0.11,2021
389,Cody Martin,SF,CHA,52,16.3,-1.13,-0.97,-2.10,-0.10,2021
391,Sean McDermott,F,MEM,18,8.8,-1.17,-0.94,-2.11,-0.02,2021
393,Jabari Parker,PF,SAC/BOS,13,12.7,-0.77,-1.35,-2.12,-0.02,2021
395,Aron Baynes,C,TOR,53,18.5,-2.34,0.21,-2.13,-0.13,2021
397,Rayjon Tucker,G,PHI,14,4.9,-0.64,-1.51,-2.15,-0.01,2021
399,T.J. Warren,SF,IND,4,29.3,-0.77,-1.39,-2.16,-0.02,2021
362,Quinn Cook,PG,LAL/CLE,23,6.8,-0.70,-1.19,-1.90,0.01,2021
364,DeMarcus Cousins,C,HOU/LAC,41,17.4,0.15,-2.05,-1.91,0.06,2021
366,Hamidou Diallo,SG,OKC/DET,52,23.6,-0.65,-1.26,-1.91,0.10,2021
368,Gabe Vincent,PG,MIA,50,13.1,-0.38,-1.53,-1.92,0.05,2021
370,Deividas Sirvydis,F,DET,20,6.7,-0.99,-0.95,-1.94,0.01,2021
372,Austin Rivers,SG,NY/DEN,36,23.5,-0.43,-1.52,-1.95,0.03,2021
374,JaKarr Sampson,SF,IND,29,10.9,-0.88,-1.10,-1.98,0.00,2021
376,Mitchell Robinson,C,NY,31,27.5,-2.59,0.60,-2.00,-0.01,2021
378,Luka Samanic,F,SA,33,9.3,-0.41,-1.59,-2.00,-0.01,2021
380,Dwight Howard,C,PHI,69,17.3,-0.41,-1.62,-2.03,-0.05,2021
382,Andre Roberson,F,BKN,5,12.6,-1.34,-0.69,-2.03,-0.00,2021
384,Isaiah Hartenstein,C,DEN/CLE,46,12.2,-0.61,-1.43,-2.04,-0.03,2021
386,Drew Eubanks,PF,SA,54,14.0,-0.75,-1.31,-2.06,-0.06,2021
388,Semi Ojeleye,PF,BOS,56,17.0,-1.11,-0.98,-2.09,-0.10,2021
390,Tony Snell,SF,ATL,47,21.1,-1.40,-0.70,-2.11,-0.11,2021
392,Jarrett Culver,G,MIN,34,14.7,-1.11,-1.00,-2.11,-0.07,2021
394,Frank Ntilikina,PG,NY,33,9.8,-0.79,-1.34,-2.13,-0.05,2021
396,Patrick Williams,PF,CHI,71,27.9,-2.96,0.81,-2.14,-0.29,2021
398,Nate Hinton,G,DAL,21,4.4,-0.47,-1.68,-2.15,-0.02,2021
400,Freddie Gillespie,SF,TOR,20,19.6,-1.59,-0.58,-2.17,-0.07,2021
401,Brandon Goodwin,G,ATL,47,13.2,-0.79,-1.38,-2.17,-0.12,2021
403,Theo Pinson,G,NY,17,2.0,-1.11,-1.08,-2.19,-0.01,2021
405,Tristan Thompson,C,BOS,54,23.8,-2.38,0.19,-2.19,-0.25,2021
407,Dylan Windler,SG,CLE,31,16.5,-0.20,-2.00,-2.20,-0.12,2021
409,Sindarius Thornwell,SG,NO/ORL,21,10.3,-1.51,-0.69,-2.20,-0.05,2021
411,Jeff Teague,PG,BOS/MIL,55,17.3,-0.47,-1.75,-2.22,-0.25,2021
413,Jahlil Okafor,C,DET,27,12.9,-0.99,-1.23,-2.23,-0.09,2021
415,Cory Joseph,PG,SAC/DET,63,23.0,-0.52,-1.72,-2.23,-0.38,2021
417,Chimezie Metu,PF,SAC,36,13.6,-0.20,-2.05,-2.25,-0.13,2021
419,Adam Mokoka,SG,CHI,14,4.0,-0.77,-1.48,-2.26,-0.02,2021
421,Jordan Bone,G,ORL,14,14.0,-1.00,-1.27,-2.27,-0.08,2021
423,Justise Winslow,PF,MEM,26,19.5,-0.86,-1.44,-2.30,-0.17,2021
425,Avery Bradley,PG,MIA/HOU,27,22.3,-0.58,-1.71,-2.30,-0.20,2021
427,Theo Maledon,PG,OKC,65,27.4,-1.72,-0.59,-2.31,-0.55,2021
429,Jordan McLaughlin,PG,MIN,51,18.4,-0.10,-2.22,-2.32,-0.37,2021
431,Grant Riller,G,CHA,7,3.9,-1.12,-1.23,-2.35,-0.01,2021
433,Hassan Whiteside,C,SAC,36,15.2,-0.65,-1.73,-2.38,-0.23,2021
435,Tyrell Terry,PG,DAL,11,5.1,-1.59,-0.79,-2.38,-0.03,2021
437,Nicolo Melli,PF,NO/DAL,45,12.6,-1.52,-0.93,-2.45,-0.27,2021
439,DeAndre' Bembry,SG,TOR,51,19.1,-0.79,-1.68,-2.47,-0.46,2021
402,Axel Toupane,SG,MIL,8,7.6,-1.53,-0.65,-2.18,-0.01,2021
404,Devon Dotson,G,CHI,11,4.5,-1.48,-0.71,-2.19,-0.01,2021
406,Kevin Porter Jr.,G,HOU,26,32.1,1.09,-3.29,-2.19,-0.17,2021
408,Jalen Smith,PF,PHX,27,5.8,-1.38,-0.82,-2.20,-0.03,2021
410,Ray Spalding,F,HOU,2,9.5,-0.88,-1.34,-2.22,-0.01,2021
412,Javonte Green,SF,BOS/CHI,41,11.6,-0.83,-1.39,-2.22,-0.12,2021
414,Al-Farouq Aminu,SF,ORL/CHI,23,18.9,-2.83,0.59,-2.23,-0.09,2021
416,Keita Bates-Diop,SF,SA,30,8.2,-0.99,-1.24,-2.24,-0.07,2021
418,Aaron Nesmith,SF,BOS,46,14.5,-0.05,-2.21,-2.25,-0.20,2021
420,Lou Williams,SG,LAC/ATL,66,21.6,0.43,-2.69,-2.26,-0.44,2021
422,Devontae Cacok,PF,LAL,20,4.9,-0.98,-1.30,-2.28,-0.04,2021
424,Tyler Cook,F,DET/BKN,32,13.7,-0.99,-1.31,-2.30,-0.14,2021
426,James Wiseman,C,GS,39,21.4,-1.22,-1.08,-2.30,-0.25,2021
428,Wenyen Gabriel,F,NO,21,11.5,-0.71,-1.60,-2.31,-0.08,2021
430,Mike Scott,PF,PHI,51,16.7,-1.75,-0.59,-2.34,-0.30,2021
432,Lonnie Walker IV,G,SA,60,25.4,-0.95,-1.41,-2.36,-0.53,2021
434,Bruno Caboclo,F,HOU,6,6.0,-1.04,-1.33,-2.38,-0.02,2021
436,Reggie Perry,F,BKN,26,8.1,-0.92,-1.47,-2.39,-0.10,2021
438,Dante Exum,G,CLE,6,19.3,-1.09,-1.37,-2.45,-0.06,2021
440,Jay Scrubb,G,LAC,4,21.0,-0.47,-2.01,-2.47,-0.02,2021
441,Derrick Favors,F,UTAH,68,15.3,0.14,-2.61,-2.48,-0.64,2021
443,Chris Silva,F,MIA/SAC,15,6.1,-1.36,-1.14,-2.49,-0.06,2021
445,Cole Anthony,PG,ORL,47,27.1,-1.84,-0.65,-2.50,-0.59,2021
447,Ignas Brazdeikis,SF,NY/PHI/ORL,13,19.2,-1.33,-1.17,-2.50,-0.11,2021
449,Onyeka Okongwu,PF,ATL,50,12.0,-0.63,-1.94,-2.57,-0.39,2021
451,Nassir Little,SF,POR,48,13.3,-0.72,-1.87,-2.58,-0.37,2021
453,Rodions Kurucs,SF,BKN/HOU/MIL,21,6.0,-0.75,-1.86,-2.61,-0.09,2021
455,Brodric Thomas,G,HOU/CLE,32,12.5,-0.58,-2.04,-2.62,-0.25,2021
457,Ty-Shon Alexander,SG,PHX,15,3.1,-1.16,-1.47,-2.63,-0.03,2021
459,Michael Carter-Williams,G,ORL,31,25.8,-3.26,0.60,-2.66,-0.50,2021
461,Anderson Varejao,C,CLE,5,7.2,-1.48,-1.22,-2.70,-0.03,2021
463,Norvel Pelle,PF,BKN/SAC/NY,13,6.4,-1.59,-1.14,-2.73,-0.08,2021
465,Jordan Bell,F,WSH/GS,6,13.7,-1.61,-1.16,-2.77,-0.09,2021
467,Terrance Ferguson,SF,PHI,13,3.8,-1.62,-1.16,-2.78,-0.06,2021
469,Stanley Johnson,SF,TOR,61,16.5,-1.43,-1.37,-2.80,-0.87,2021
471,Jerome Robinson,SG,WSH,17,17.9,-1.16,-1.66,-2.82,-0.28,2021
473,Kira Lewis Jr.,PG,NO,54,16.7,-0.45,-2.39,-2.84,-0.83,2021
475,D.J. Wilson,F,MIL/HOU,35,12.4,-0.43,-2.42,-2.85,-0.45,2021
477,Tacko Fall,C,BOS,19,7.2,-1.74,-1.14,-2.87,-0.10,2021
479,Isaac Bonga,G,WSH,40,10.8,-1.88,-1.04,-2.91,-0.42,2021
442,Maurice Harkless,SF,MIA/SAC,37,20.9,-1.49,-1.00,-2.49,-0.39,2021
444,Nate Darling,G,CHA,7,3.7,-1.01,-1.48,-2.49,-0.01,2021
446,Marques Bolden,C,CLE,6,4.8,-1.55,-0.95,-2.50,-0.02,2021
448,Torrey Craig,SF,MIL/PHX,50,16.1,-0.33,-2.17,-2.50,-0.43,2021
450,Rondae Hollis Jefferson,SF,POR,11,9.7,-1.11,-1.47,-2.58,-0.07,2021
452,Jalen McDaniels,PF,CHA,47,19.2,-1.21,-1.40,-2.60,-0.57,2021
454,Patrick McCaw,SF,TOR,5,6.6,-1.25,-1.36,-2.62,-0.03,2021
456,Quinndary Weatherspoon,G,SA,20,6.1,-0.69,-1.94,-2.63,-0.06,2021
458,Glenn Robinson III,F,SAC,23,16.0,-0.99,-1.67,-2.66,-0.26,2021
460,Isaiah Roby,F,OKC,61,23.4,-1.86,-0.83,-2.69,-0.98,2021
462,Justin Patton,C,HOU,13,19.0,-1.24,-1.48,-2.71,-0.20,2021
464,JaVale McGee,C,CLE/DEN,46,14.7,-0.80,-1.94,-2.74,-0.57,2021
466,DaQuan Jeffries,SG,SAC/HOU,31,15.9,-0.77,-2.00,-2.78,-0.43,2021
468,Jaylen Adams,G,MIL,7,2.6,-1.69,-1.11,-2.79,-0.02,2021
470,Troy Brown Jr.,SF,WSH/CHI,34,15.4,-0.88,-1.92,-2.80,-0.48,2021
472,Cam Reddish,SF,ATL,26,28.8,-0.98,-1.85,-2.83,-0.63,2021
474,Vlatko Cancar,SF,DEN,41,6.9,-0.99,-1.85,-2.84,-0.27,2021
476,Sekou Doumbouya,SF,DET,56,15.5,-1.27,-1.60,-2.86,-0.83,2021
478,Solomon Hill,SF,ATL,71,21.3,-1.04,-1.84,-2.88,-1.51,2021
480,Tyler Bey,SF,DAL,18,3.9,-1.89,-1.03,-2.92,-0.07,2021
481,Danuel House Jr.,SF,HOU,36,25.9,-1.29,-1.65,-2.94,-0.88,2021
483,Thanasis Antetokounmpo,SF,MIL,57,9.7,-0.95,-2.00,-2.95,-0.62,2021
485,Juwan Morgan,F,UTAH,29,5.1,-1.49,-1.48,-2.96,-0.16,2021
487,Frank Mason III,G,ORL,4,19.8,-0.83,-2.19,-3.01,-0.07,2021
489,Vernon Carey Jr.,C,CHA,19,6.1,-1.40,-1.65,-3.05,-0.13,2021
491,Markelle Fultz,PG,ORL,8,26.9,-1.33,-1.73,-3.06,-0.22,2021
493,Tim Frazier,PG,MEM,5,12.4,-1.77,-1.30,-3.07,-0.07,2021
495,Amida Brimah,C,IND,5,5.8,-1.83,-1.27,-3.09,-0.03,2021
497,E'Twaun Moore,G,PHX,27,14.4,-1.06,-2.05,-3.11,-0.44,2021
499,KJ Martin,F,HOU,45,23.7,-0.55,-2.58,-3.13,-1.31,2021
501,T.J. Leaf,PF,POR,7,5.0,-1.68,-1.51,-3.19,-0.04,2021
503,Vincent Poirier,C,PHI,10,3.9,-1.77,-1.50,-3.27,-0.06,2021
505,Jontay Porter,C,MEM,11,4.9,-1.28,-2.00,-3.28,-0.07,2021
507,Josh Green,SG,DAL,39,11.4,-1.88,-1.46,-3.34,-0.61,2021
509,Keljin Blevins,SF,POR,17,4.4,-2.38,-1.01,-3.39,-0.10,2021
511,Kris Dunn,G,ATL,4,11.3,-2.27,-1.16,-3.42,-0.08,2021
513,Harry Giles III,F,POR,38,9.2,-2.04,-1.48,-3.51,-0.46,2021
515,Trent Forrest,G,UTAH,30,10.1,-1.25,-2.28,-3.53,-0.56,2021
517,Aleksej Pokusevski,F,OKC,45,24.2,-1.55,-2.00,-3.54,-1.66,2021
519,Jalen Lecque,G,IND,4,3.0,-3.47,-0.10,-3.57,-0.01,2021
482,Chandler Hutchison,SF,CHI/WSH,25,13.8,-1.40,-1.55,-2.95,-0.37,2021
484,Grant Williams,PF,BOS,63,18.1,-1.33,-1.63,-2.95,-1.22,2021
486,Iman Shumpert,G,BKN,2,5.5,-2.88,-0.12,-3.00,-0.00,2021
488,Jared Dudley,SF,LAL,12,6.8,-2.10,-0.93,-3.03,-0.08,2021
490,Ed Davis,C,MIN,23,13.0,-2.72,-0.34,-3.05,-0.33,2021
492,Brad Wanamaker,PG,GS/CHA,61,17.3,-0.88,-2.18,-3.06,-1.28,2021
494,Gary Clark,F,ORL/DEN/PHI,39,16.8,-1.87,-1.22,-3.09,-0.76,2021
496,Daniel Oturu,C,LAC,30,5.4,-1.94,-1.17,-3.10,-0.14,2021
498,Nick Richards,C,CHA,18,3.5,-1.68,-1.45,-3.12,-0.08,2021
500,Anthony Tolliver,PF,PHI,11,9.0,-1.88,-1.26,-3.14,-0.10,2021
502,Lamar Stevens,PF,CLE,40,12.5,-1.27,-1.97,-3.23,-0.72,2021
504,Charlie Brown Jr.,G,OKC,7,14.1,-1.39,-1.88,-3.27,-0.11,2021
506,Karim Mane,SG,ORL,10,8.8,-2.21,-1.08,-3.29,-0.15,2021
508,Kostas Antetokounmpo,F,LAL,15,3.7,-1.82,-1.57,-3.39,-0.10,2021
510,Brian Bowen II,F,IND,6,2.5,-3.26,-0.13,-3.39,-0.01,2021
512,Saben Lee,G,DET,48,16.3,-1.44,-1.98,-3.43,-1.20,2021
514,Greg Whittington,SF,DEN,4,3.0,-3.45,-0.07,-3.52,-0.01,2021
516,Bruno Fernando,PF,ATL,33,6.8,-2.46,-1.08,-3.53,-0.38,2021
518,Udoka Azubuike,C,UTAH,15,3.8,-1.99,-1.56,-3.54,-0.09,2021
520,Tre Jones,PG,SA,37,7.3,-1.82,-1.76,-3.58,-0.43,2021
521,Tre Jones,PG,SA,37,7.3,-1.82,-1.76,-3.58,-0.43,2021
523,Josh Hall,SF,OKC,21,16.0,-2.33,-1.38,-3.72,-0.50,2021
525,Killian Hayes,PG,DET,26,25.8,-2.38,-1.56,-3.94,-1.21,2021
527,Chasson Randle,G,ORL,41,20.4,-1.43,-2.62,-4.05,-1.83,2021
529,Jeremiah Martin,PG,CLE,9,8.3,-2.05,-2.04,-4.09,-0.12,2021
531,Romeo Langford,SG,BOS,18,15.7,-2.62,-1.72,-4.34,-0.61,2021
533,Rodney Hood,SG,POR/TOR,55,17.1,-2.81,-1.74,-4.55,-2.34,2021
522,KZ Okpala,SF,MIA,37,12.1,-2.44,-1.24,-3.68,-0.71,2021
524,Shaquille Harrison,G,UTAH/DEN,34,9.8,-2.22,-1.53,-3.76,-0.62,2021
526,Wes Iwundu,F,DAL/NO,41,13.1,-2.52,-1.44,-3.96,-1.14,2021
528,R.J. Hampton,G,DEN/ORL,51,17.4,-0.88,-3.17,-4.06,-2.01,2021
530,P.J. Tucker,PF,HOU/MIL,52,26.1,-3.40,-0.70,-4.11,-2.85,2021
532,Noah Vonleh,PF,BKN,4,2.8,-3.91,-0.47,-4.38,-0.01,2021
534,Malik Fitts,F,LAC,3,3.7,-2.43,-2.12,-4.55,-0.02,2021
